Date_&_Time,Mill_TPH,Clinker_TPH,Gypsum_TPH,DFA_TPH,WFA_TPH,Mill_KW,Mill_Inlet_Temp,Mill_Outlet_Temp,Mill_Outlet_BE_Amp,Mill_Vent_Fan_RPM,Mill_Vent_Fan_KW,Mill_Vent_BF_Inlet_Draft,Mill_Vent_BF_Outlet_Draft,Reject,Sep_RPM,Sep_KW,Sep_Amp,CA_Fan_RPM,CA_Fan_KW,Mill_Folaphone,Mill_Inlet_Draft,Mill_Outlet_Draft,Sep_Vent_Inlet_Draft,Sep_Vent_Outlet_Draft,Sep_Vent_bag_filter_fan_kw,Sep_Vent_bag_filter_fan_rpm,Residue
11-09-2022 16:30,174.25,102.46,5.58,60.99,5.23,3755.51,28.53,93.5,55.94,849.98,37.92,81.13,206.04,157.26,949.73,61.88,124.72,895.35,359.38,96.59,18.7,90,132.6,212.3,14.25,750,14.5
11-09-2022 17:35,177.25,104.22,5.67,62.04,5.32,3771.17,29.39,96.2,56.67,849.98,37.4,78.4,209.22,95.29,950.01,61.53,131.23,895.38,335.95,96.6,22.23,86.4,134.3,212.4,14.36,750,14.8
11-09-2022 18:27,175.36,103.11,5.61,61.38,5.26,3770.76,29.94,93.94,61.82,849.98,37.67,82.54,206.8,135.51,942.97,65.56,131.23,895.44,337.67,96.76,19.8,88.3,133.5,212.3,14.7,750,15.4
11-09-2022 19:25,175.54,103.22,5.62,61.44,5.27,3759,31.12,89.2,60.7,849.98,37.98,85.07,200.86,149.54,962.65,52.64,131.8,905.41,336.05,96.06,21.93,88.24,132.6,212.8,14.38,750,16.3
11-09-2022 22:34,174.63,102.68,5.59,61.12,5.24,3742.03,33.21,94.7,49.58,849.98,37.73,85.01,185.82,153.59,962.42,46.92,150.16,895.38,323.84,96.67,23.6,84.69,133.8,212.6,14.8,750,14.3
11-09-2022 23:35,179.86,105.76,5.76,62.95,5.4,3733.31,33.95,93.25,48.01,849.98,44.91,87.9,186.69,208.13,941.8,43.81,154.36,905.33,319.71,96.83,24.3,87.8,133.9,212.8,14.99,750,13.8
12-09-2022 00:29,180.36,106.05,5.77,63.13,5.41,3768.22,29.43,93.43,41.98,899.94,45.4,78.81,179.88,84.74,937.13,31.65,135.66,905.27,335.85,97,18.6,83.9,132.5,212.5,14.6,750,14.3
12-09-2022 01:35,169.63,99.74,5.43,59.37,5.09,3780.44,30.28,96.54,41.53,899.94,46.5,79.97,182.7,51.86,982.66,32.27,127.45,930.22,336.25,97.03,23.2,89.8,135.8,211.6,14.2,750,15.3
12-09-2022 02:32,169.43,99.63,5.42,59.3,5.08,3758.99,31.03,95.95,44.37,899.94,48.09,83.43,178.58,30.95,981.7,31.83,124.8,930.23,336.29,97.13,23,90,135.6,211.5,14.36,750,14.2
12-09-2022 03:34,179.48,105.53,5.74,62.82,5.38,3788.24,31.85,96.74,42.86,899.94,47.96,78.99,176.3,108.09,951.47,30.37,124.82,930.25,337.15,96.81,18.5,87.5,134.8,211.3,15,750,13.6
12-09-2022 04:24,179.14,105.34,5.73,62.7,5.37,3763.55,34.28,95.96,49.94,880,43.29,86.57,157.61,46.35,967.4,55.91,145.55,900.41,319.63,96.74,20.4,85.3,131.9,212.7,14.9,750,15.2
12-09-2022 06:27,174.5,102.6,5.58,61.07,5.23,3768.35,28.89,91.38,41.2,920.02,46.62,89.6,164.68,136.21,962.4,51.34,139.02,890.27,318.7,96.73,23.4,84.9,132.4,212.3,14.5,750,14.9
12-09-2022 07:35,169.32,99.56,5.42,59.26,5.08,3758.59,30.18,80.21,48.57,881.69,43.56,78.82,185.7,158.25,957.86,64.2,151.66,900.45,316.86,96.68,20.3,86.4,135.2,212.3,14.25,750,12.9
12-09-2022 08:29,179.44,105.51,5.74,62.8,5.38,3789.14,29.67,81.51,42.55,899.94,44.04,78.24,192.44,138.27,957.61,54.5,141.65,900.37,324.37,97.43,19.5,86.4,133.6,212.8,14.61,750,13.5
12-09-2022 09:25,174.93,102.86,5.6,61.23,5.25,3780.25,31.52,94.21,43.27,880,40.88,81,181.9,65.81,947.11,53.94,138.7,905.35,329.67,96.45,20.7,86.5,133.2,212.6,14.98,750,13.8
12-09-2022 10:26,169.43,99.62,5.42,59.3,5.08,3828.36,32.85,86.25,46.47,870.01,43.63,75.54,185.96,58.26,952.56,40.42,130.69,905.26,355.19,96.61,20.3,81.6,134.8,212.3,14.79,750,14.3
12-09-2022 11:37,176.5,103.78,5.65,61.78,5.3,3783.66,31.52,85.75,44.19,880,41.14,76,190.07,127.81,962.26,59.71,149.15,895.41,335.05,96.87,22.5,87,133.3,211.3,14.36,750,14.8
12-09-2022 12:32,172.36,101.35,5.52,60.33,5.17,3763.55,33.87,90.1,54,889.99,43.5,86.73,195.9,158,957.64,60.36,147.77,900.4,321.2,99.24,20.3,87.8,132.5,211.4,13.99,750,15.2
12-09-2022 14:35,177.32,104.26,5.67,62.06,5.32,3764.69,29.8,80.73,51.59,899.94,44.05,78.93,190.58,136.01,957.75,57.19,146.81,900.42,320.82,96.95,22.6,87,133.6,212.6,13.89,750,14.3
12-09-2022 15:37,178.3,104.84,5.71,62.4,5.35,3775.24,33.83,97.68,50.26,880,43.56,86.29,180.52,146.19,967.08,55.37,142.37,900.41,319.43,96.58,20.5,85.3,132.5,212.3,14.56,750,15.2
12-09-2022 16:23,174.54,102.63,5.59,61.09,5.24,3815.21,33.15,88.92,60.28,899.94,43.24,86.87,179.47,154.76,967.14,65.21,149.33,900.44,318.99,96.55,22.1,88,132.6,212.7,14.58,750,15.3
12-09-2022 17:37,172.25,101.28,5.51,60.29,5.17,3760.25,31.44,88.55,43.34,899.94,42.85,85.99,181.21,164,957.62,44.31,133.96,900.32,327.78,97.3,18.7,90,133.3,211.3,14.25,750,15.6
12-09-2022 18:37,170.65,100.34,5.46,59.73,5.12,3791.33,30.11,88.32,42.99,899.94,43.31,80.64,179.17,55.2,957.52,35.7,129.98,900.29,329.28,97,22.7,87,133.2,212.3,13.95,750,13.6
12-09-2022 19:28,179.29,105.42,5.74,62.75,5.38,3764.69,27.87,89.48,45.91,899.94,40.78,80.12,206.06,85.53,917.12,49.77,140.07,905.39,326.99,96.69,23.4,85.9,135.2,211.3,14.2,750,13.2
12-09-2022 20:33,170.92,100.5,5.47,59.82,5.13,3775.24,29.1,93.31,45.54,899.94,40.74,78.4,204.28,163.06,916.92,58.46,145.6,905.51,327.34,96.66,23.6,85,133.8,211.3,13.95,750,14.9
12-09-2022 22:28,165.97,97.59,5.31,58.09,4.98,3780.46,31.22,88.43,42.78,899.94,42.86,83.88,170.48,91.61,957.68,40.9,130.21,900.3,328.42,96.91,18.7,88.5,133.2,211.9,14.5,750,14
12-09-2022 23:29,165.98,97.59,5.31,58.09,4.98,3762.58,28.34,88.51,42.75,899.94,43.76,81.67,210.34,101.81,952.23,54.94,140.89,900.33,326.26,96.71,21.8,83.9,134.8,213.3,14.87,750,15.2
13-09-2022 00:32,174.81,102.79,5.59,61.18,5.24,3760.14,30.12,89.31,48.55,770,43.92,74.24,144.8,67.91,962.28,42.15,133.78,900.3,327.43,96.64,20.3,89.7,134.2,212.3,14,750,16.5
13-09-2022 01:30,174.62,102.68,5.59,61.12,5.24,3760.56,31.83,90.26,46.67,770,43.98,70.49,146.51,70.89,962.23,51.06,139.27,900.32,325.96,96.93,20.4,85.6,134.3,211.8,14.5,750,16.7
13-09-2022 02:33,159.67,93.89,5.11,55.88,4.79,3768.98,31.36,89.79,47.42,770,43.94,70.48,146.52,37.32,962.28,50.68,139.59,900.31,336.5,96.65,23.9,88,132.3,211.9,14.5,750,13.9
13-09-2022 03:37,179.53,105.56,5.74,62.83,5.39,3780.25,33.85,88.92,52.35,770,43.52,78.23,138.56,100,957.83,57.79,147.5,900.39,321.01,97.03,20.8,85.3,133.6,21.6,15.6,750,15.1
13-09-2022 04:26,174.6,102.67,5.59,61.11,5.24,3758.41,33.23,85.45,47.15,770,43.47,82.38,151.4,78.74,941.84,61.13,129.67,895.36,335.54,96.48,22,86.4,132.6,212.3,14.56,750,14.3
13-09-2022 06:27,176.5,103.78,5.65,61.78,5.3,3763.14,31.44,88.55,43.34,770,42.85,78.67,159.21,137.44,957.62,44.31,133.96,900.32,327.78,97.3,19.9,89.8,132.5,212.3,14.32,750,13.8
13-09-2022 07:24,172.25,101.28,5.51,60.29,5.17,3768.22,30.28,91.95,45.31,770,43.68,75.79,188.74,201.06,941.59,73.55,159.71,895.45,323.63,96.72,20,86.7,133.5,212.5,14.2,750,14.2
13-09-2022 08:34,179.94,105.8,5.76,62.98,5.4,3731.2,29.81,90.46,46.3,770,43.3,80.18,192.85,164.03,906.62,54.22,145.86,905.41,325.43,96.73,20.1,85.5,133.3,212.3,14.32,750,14.8
13-09-2022 09:32,178.25,104.81,5.7,62.39,5.35,3780.25,32.91,92.3,46.18,770,43.6,62.17,147.93,56.71,942.51,37.67,131.98,905.32,337.22,96.83,21.9,87,133.8,212.6,14.23,750,16.2
13-09-2022 10:28,182.36,107.23,5.84,63.83,5.47,3758.99,32.29,90.4,44.15,770,40.54,63.86,157.33,63.73,942.4,42.41,131.8,905.33,336.05,96.06,20.3,83.6,133.6,211.4,14.36,750,16.1
13-09-2022 11:38,177.25,104.22,5.67,62.04,5.32,3795.25,29.47,89.91,43.56,770,45.31,70.76,178.75,66.71,936.92,33.44,131.24,905.29,338.04,96.97,19.7,84.6,133,213.2,14.58,750,16.5
13-09-2022 12:33,175.32,103.09,5.61,61.36,5.26,3730.21,29.46,96.8,40.18,770,46.26,71.59,185.9,92.58,937.29,31.8,136.67,905.23,336,97.03,18.6,87.5,133.6,212.3,14.6,750,14.8
13-09-2022 14:35,175.12,102.97,5.6,61.29,5.25,3760.56,28.41,89.64,44.5,770,45.11,75.49,150.63,99.84,952.2,55.33,142.56,890.28,318.78,96.7,21,85.5,132.4,211.3,14.2,750,15.4
13-09-2022 15:37,171.12,100.62,5.48,59.89,5.13,3763.25,32.19,88.3,53.72,770,43.3,77.81,158.81,132.39,967.1,71.1,160.58,900.45,317.54,96.7,19.2,86.66,135.3,212.6,14.36,750,15.8
13-09-2022 16:23,166.04,97.63,5.31,58.11,4.98,3791.25,30.16,80.21,48.84,770,43.9,71.48,160.1,157.12,957.83,61.81,150.83,900.45,317.53,96.65,20.2,87,135.3,212.3,15.2,750,15.2
13-09-2022 17:37,165.79,97.49,5.31,58.03,4.97,3778.32,30.37,90.56,42.31,770,40.79,80.01,166.67,119.54,946.98,58.36,144.91,905.39,327.6,96.75,20.3,86.4,132.8,211.3,14.79,750,14.5
13-09-2022 18:37,171.03,100.57,5.47,59.86,5.13,3760.14,32.24,93.36,43.71,770,40.38,73.92,172.31,107.84,947.34,47.18,137.73,905.36,329.75,96.77,21.6,84.6,132.4,211.3,14,750,13.9
13-09-2022 19:28,164.35,96.64,5.26,57.52,4.93,3760.14,32.94,98.18,57.43,770,43.52,68.28,151.93,87.54,896.55,73.62,150.13,895.36,336.42,96.89,24.3,88.3,135.6,212.3,15.2,750,13.8
13-09-2022 20:33,169.92,99.91,5.44,59.47,5.1,3798.36,34.04,89.24,48.02,770,42.86,72.76,184.47,152.5,937.4,61.87,135.46,905.35,327.8,95.56,20.1,88,134.2,212.8,14.22,750,15.5
13-09-2022 22:28,169.92,99.91,5.44,59.47,5.1,3775.85,34.2,82.49,49.16,770,43.19,68.74,166.62,75.4,942.37,45.06,134.82,905.33,337.57,96.8,20.4,88,132.4,213.2,14.6,750,14.3
13-09-2022 23:26,169.28,99.54,5.42,59.25,5.08,3758.44,34.33,93.43,52.96,770,42.85,78.39,160.11,140.5,957.86,75.43,153.86,900.45,317.09,96.69,23.2,89.7,136.3,212.6,14.56,750,15.2
14-09-2022 00:22,174.47,102.59,5.58,61.07,5.23,3760.48,29.59,89.26,47.79,770,43.81,80.67,205.15,67.77,952.49,44.55,134.13,900.31,328.62,96.84,20.2,88.3,134.3,212.8,14.78,750,14.3
14-09-2022 01:27,171.4,100.78,5.48,59.99,5.14,3758.66,31.64,90.08,46.86,770,43.82,78.16,208.75,92.24,962.27,51.32,139.73,900.32,326.75,96.88,20.3,85,132.6,212.6,14.74,750,13.25
14-09-2022 02:26,166.04,97.63,5.31,58.12,4.98,3768.55,32.8,94.13,44.33,770,44.05,82.53,205.24,130.11,952.44,58,145.13,900.36,324.85,97.04,21.6,88.5,133.6,213.3,14.25,750,15.3
14-09-2022 03:35,165.7,97.43,5.3,57.99,4.97,3730.29,33.81,88.81,52.36,770,43.39,85.78,198.27,97.37,957.81,56.11,147.52,900.39,321.4,97.03,20.7,83.6,133,212.8,15.1,750,14.8
14-09-2022 04:25,170.87,100.47,5.47,59.8,5.13,3742.25,33.25,85.66,47.43,770,43.51,89.16,170.09,91.3,941.88,61.2,129.19,895.36,335.43,96.47,22,86.4,132.5,212.8,14.36,750,15.3
14-09-2022 06:27,156.3,91.9,5,54.7,4.69,3764.85,31.44,88.55,43.34,770,42.85,85.99,181.21,137.44,957.62,44.31,133.96,900.32,327.78,97.3,19.9,89.8,132.5,212.3,14.32,750,14.3
14-09-2022 07:30,166.18,97.71,5.32,58.16,4.99,3754.99,30.2,91.75,45.03,770,43.7,82.66,210.81,209.65,941.5,71.35,160.49,905.44,324.34,96.69,22.6,86.5,133.5,211.8,14.29,750,15.2
14-09-2022 08:24,169.5,99.67,5.42,59.33,5.09,3755.15,29.82,90.66,46.58,770,43.06,87.12,216.76,172.31,906.53,58.99,145.16,905.41,325.99,96.75,22.6,83.5,132.5,213.5,14.22,750,14.2
14-09-2022 09:35,169.7,99.78,5.43,59.4,5.09,3768.64,32.89,92.24,45.47,770,43.43,69.7,173.42,60.93,942.58,37.33,132.66,905.33,336.9,96.72,22,87.5,133.2,211.6,14.7,750,13.6
14-09-2022 10:27,174.94,102.87,5.6,61.23,5.25,3760.88,32.3,90.55,44.52,770,40.43,71.4,179.28,64.87,942.38,43.24,131.69,905.33,336.51,96.01,20.3,83.1,133.9,211.6,14,750,12.8
14-09-2022 11:34,174.46,102.58,5.58,61.06,5.23,3763.95,29.5,89.17,43.38,770,45.32,77.05,199.73,67.55,936.91,34,131.67,905.29,338.32,97.03,22,86.3,136.3,212.7,14.97,750,15
14-09-2022 12:32,174.08,102.36,5.57,60.93,5.22,3750.84,29.45,96.77,40.25,770,46.18,78.68,204.92,92.7,937.28,31.85,136.77,905.22,335.57,97.04,18.6,87.5,133.9,212.3,14.58,750,15.4
14-09-2022 14:38,178.19,104.78,5.7,62.37,5.35,3763.55,28.45,89.67,45.12,770,45.1,82.65,170.2,99.07,952.2,55.06,142.38,890.28,318.76,96.65,21.1,86.4,132.3,212.6,13.88,750,15.2
14-09-2022 15:33,177.88,104.59,5.69,62.26,5.34,3761.21,32.36,88.27,54,770,43.22,85.46,179.41,135.56,967.11,70.18,158.9,900.47,317.76,96.73,18.5,87.16,133.8,211.6,14.23,750,13.6
14-09-2022 16:21,170.08,100.01,5.44,59.53,5.1,3765.06,30.18,80.21,48.57,770,43.56,78.82,185.7,158.25,957.86,64.2,151.66,900.45,316.86,96.68,20.3,86.4,135.2,212.3,14.25,750,15.3
14-09-2022 17:24,179.64,105.63,5.75,62.87,5.39,3751.82,29.6,81.55,47.22,770,43.74,78.05,190.5,126.76,957.59,49.98,138.93,900.36,323.74,97.47,20.5,87.5,132.6,212.5,14.37,750,14.4
14-09-2022 18:33,171.3,100.73,5.48,59.96,5.14,3759.39,32.23,92.86,43.59,770,40.19,81.87,197.17,107.33,947.36,46.79,137.76,905.36,329.41,96.64,20.6,84.6,135.2,212.8,13.99,750,14.8
14-09-2022 19:35,166.41,97.85,5.33,58.24,4.99,3754.99,33.07,98.23,56.96,770,43.62,76.26,175.22,92.48,896.69,74.84,150.61,895.36,336.78,96.89,24.7,89.7,132.5,211.4,14,750,16.2
14-09-2022 20:24,166.3,97.78,5.32,58.2,4.99,3739.24,33.85,90.94,50.09,770,0,76.88,168.32,155.46,927.09,71.86,148.33,895.36,329.96,96.56,22.5,87.5,135.4,211.5,14.25,750,14.9
14-09-2022 22:29,174.22,102.44,5.58,60.98,5.23,3748.65,34.19,82.52,49.07,770,43.09,76.03,186.75,73.74,942.36,45.47,134.28,905.32,337.46,96.87,20.4,88.3,132.5,212.3,14.3,750,15.1
14-09-2022 23:32,174.54,102.63,5.59,61.09,5.24,3766.87,34.24,93.92,50.06,770,42.67,85.23,175.58,131.96,957.95,64.99,152.6,900.45,316.94,96.72,18.6,85.5,133.6,211.5,14.5,750,14.8
15-09-2022 00:27,174.88,102.83,5.6,61.21,5.25,3769.38,29.92,89.29,48.25,770,43.69,80.53,206.67,65.54,952.53,43.18,133.87,900.3,328.32,96.81,20.2,90,133.3,211.5,15.23,750,16.7
15-09-2022 01:34,174.02,102.32,5.57,60.91,5.22,3764.88,31.83,90.47,45.91,770,44,78.63,208.58,90.59,962.2,50.89,140.47,900.33,325.66,96.93,20.5,86.4,135.8,211.6,15.5,750,13.9
15-09-2022 02:35,159.69,93.9,5.11,55.89,4.79,3764.69,32.62,94.64,45.12,770,44.01,82.75,204.98,126.54,952.42,57.9,144.6,900.35,323.49,97.03,19.9,86.7,132.5,211.4,14.2,750,15.1
15-09-2022 03:30,174.98,102.89,5.6,61.24,5.25,3762.76,33.7,88.82,51.55,770,43.6,85.56,200.81,95.66,957.83,54.3,145.71,900.38,321.75,97.02,20.6,83,133.2,211.6,14.58,750,14.4
15-09-2022 04:24,177.45,104.34,5.68,62.11,5.32,3758.28,33.27,85.89,47.28,770,43.55,89.17,166.12,43.57,941.87,60.92,128.14,895.36,335.99,96.48,21.96,85.9,134.3,212.3,14.65,750,15.2
15-09-2022 06:24,177.25,104.22,5.67,62.04,5.32,3768.14,32.18,88.33,48.15,770,42.8,86.47,181.25,136.44,957.86,64.51,151.47,900.45,317.24,96.75,20.3,83.9,135,211.6,14.36,750,17.2
15-09-2022 07:33,171.11,100.61,5.48,59.89,5.13,3758.99,30.24,91.59,45.56,770,43.52,82.87,210.41,212.02,936.48,72.08,156.65,905.44,324.02,96.72,22,86.5,133.3,212.8,14.6,750,15.2
15-09-2022 08:25,171.32,100.74,5.48,59.96,5.14,3763.66,29.82,90.66,46.58,770,43.16,87.01,215.26,171.83,906.53,58.35,143.97,905.4,325.65,96.77,22.5,82.1,132.6,213.6,14.58,750,15.5
15-09-2022 09:36,165.97,97.59,5.31,58.09,4.98,3758.99,32.89,92.21,45.19,770,43.4,69.98,176.03,61.34,942.61,37.73,132.58,905.32,336.83,96.71,22,87.5,133.4,211.3,15.1,750,15.8
15-09-2022 10:37,165.98,97.59,5.31,58.09,4.98,3755.3,32.22,89.72,44.32,770,40.99,70.65,180.58,56.17,942.51,38.91,130.57,905.34,334.38,96.25,20.3,86.2,133.2,212.3,14.3,750,15.2
15-09-2022 11:28,175.01,102.9,5.6,61.25,5.25,3755.3,31.63,86.92,44.75,770,40.25,78.57,191.44,72.65,962.51,50.69,142.1,895.45,334.44,96.8,23.5,82.1,133.5,211.6,14.38,750,16.6
15-09-2022 12:24,174.74,102.75,5.59,61.16,5.24,3765.31,29.33,96.25,40.36,770,45.88,78.96,193.16,88.33,937.23,31.98,136,905.25,335.59,96.85,19.5,86.4,133.2,212.8,14.56,750,17.2
15-09-2022 14:38,168.58,99.13,5.39,59,5.06,3763.65,28.45,89.67,45.12,770,45.1,82.65,170.2,99.07,952.2,55.06,142.38,890.28,318.76,96.65,21.1,86.4,132.3,212.6,13.88,750,15.4
15-09-2022 15:24,180.66,106.23,5.78,63.23,5.42,3733.82,29.13,92.06,36,770,47.17,87.86,166.02,131.83,962.43,49.81,138.41,890.28,319.14,96.51,23.4,86.4,132.8,212.3,14.9,750,18.2
15-09-2022 16:28,174.25,102.46,5.58,60.99,5.23,3749.72,30.14,80.12,48.77,770,43.57,78.85,182.77,151.19,957.81,61.44,150.45,900.45,317.74,96.79,19.6,87.5,132.7,213.6,15.2,750,14.6
15-09-2022 17:37,174.77,102.76,5.59,61.17,5.24,3744.96,30.37,90.56,42.31,770,40.79,87.33,188.67,119.54,946.98,58.36,144.91,905.39,327.6,96.75,20.3,86.4,132.8,211.3,14.79,750,15.2
15-09-2022 18:26,174.15,102.4,5.57,60.95,5.22,3755.15,32.12,94.49,43.8,770,40.4,82.41,184.2,83.42,947.3,47.16,137.3,905.36,329.33,96.55,19.8,82.2,133.6,213.6,14.1,750,14.6
15-09-2022 19:29,174.52,102.62,5.58,61.08,5.24,3759.39,32.99,98.18,57.24,770,43.56,75.97,178.4,86.22,896.58,74.16,149.72,895.37,336.79,96.88,24.5,90,135.3,212.6,15.5,750,15.1
15-09-2022 20:24,174,102.31,5.57,60.9,5.22,3737.93,33.85,90.94,50.09,770,0,76.88,168.32,155.46,927.09,71.86,148.33,895.36,329.96,96.56,22.5,87.5,135.4,211.5,14.25,750,15.38
15-09-2022 22:37,169.81,99.85,5.43,59.43,5.09,3758.84,34.2,82.75,48.57,770,43.64,69.59,161.02,63.42,942.38,43.26,131.26,905.31,337.06,97.07,25,88.6,132.8,211.9,14.38,750,15.94
15-09-2022 23:31,179.26,105.41,5.74,62.74,5.38,3758.84,34.26,93.86,50.28,770,42.7,85.76,178.82,131.49,957.95,65.42,153.6,900.45,316.69,96.74,18.6,85.8,133.5,211.3,14.65,750,15.8
16-09-2022 00:34,179.71,105.67,5.75,62.9,5.39,3780.25,30.12,89.36,48.59,770,43.72,60.47,189.41,68.48,962.31,42.44,134.29,900.3,327.59,96.65,20.1,88.5,133,212.3,14.3,750,14.8
16-09-2022 01:36,174.82,102.8,5.59,61.19,5.24,3758.95,31.93,90.69,45.91,770,44.16,57.67,193.79,91.57,962.17,50.76,139.38,900.32,325.26,96.93,20.6,86.9,133.5,212.3,14.32,750,14.3
16-09-2022 02:24,174.35,102.52,5.58,61.02,5.23,3782.55,32.85,93.97,44.5,770,44.06,60.76,188.82,129.22,952.47,58.25,145.81,900.36,324.31,97.05,22.3,89.7,133.3,212.3,14.5,750,15.7
16-09-2022 03:27,168.96,99.35,5.41,59.14,5.07,3764.25,33.66,88.98,52.09,770,43.69,64.56,182.63,118.99,957.86,52.76,144.21,900.38,322.15,97.03,20.5,85,134.8,212.3,14.39,750,14.5
16-09-2022 04:38,179.29,105.42,5.74,62.75,5.38,3768.98,30.57,90.73,48.07,770,43.91,10.28,338.56,96.07,907.48,30.15,130.02,905.39,325.57,95.87,23.9,86.4,132.6,211.5,14,750,15.9
16-09-2022 06:28,171.03,100.56,5.47,59.86,5.13,3836.21,31.4,88.52,43.26,770,42.92,65.23,156.17,140.32,957.64,44.2,133.41,900.32,327.63,97.19,19.5,89.8,132.8,212.6,14.22,750,14.8
16-09-2022 07:30,165.92,97.56,5.31,58.07,4.98,3815.14,30.2,91.75,45.03,770,43.7,61.66,193.81,209.65,941.5,71.35,160.49,905.44,324.34,96.69,22.6,86.5,133.5,211.8,14.29,750,15
16-09-2022 08:32,165.64,97.4,5.3,57.97,4.97,3782.55,29.84,90.48,46.19,770,43.3,66.44,198.87,165.66,906.6,55.54,146.06,905.4,325.75,96.75,20.3,85.5,133.5,212.8,14.87,750,14.5
16-09-2022 09:36,171.22,100.68,5.48,59.93,5.14,3755.11,32.89,92.21,45.19,770,43.4,48.98,159.03,61.34,942.61,37.73,132.58,905.32,336.83,96.71,22,87.5,133.4,211.3,15.1,750,15.9
16-09-2022 10:30,150.75,88.64,4.82,52.76,4.52,3782.45,32.28,90.12,44.52,770,40.43,50.47,162.33,61.21,942.39,41.57,131.27,905.34,335.37,96.24,20.4,85.3,135.2,211.9,14.36,750,15.1
16-09-2022 11:38,145.89,85.78,4.67,51.06,4.38,3768.22,29.47,89.91,43.56,770,45.31,57.08,183.75,66.71,936.92,33.44,131.24,905.29,338.04,96.97,19.7,84.6,133,213.2,14.58,750,16.5
16-09-2022 12:35,166.45,97.87,5.33,58.26,4.99,3783.66,29.5,96.88,40.18,770,46.11,57.89,191.13,95.26,937.32,32.34,136.65,906.4,336.14,97.05,18.5,87.5,135.2,212.8,14.9,750,16.2
16-09-2022 14:24,169.75,99.82,5.43,59.41,5.09,3764.69,28.24,89.53,43.83,770,45.85,61.7,146.64,108.16,952.11,58.55,143.07,895.27,324.83,96.72,20.5,90,133.8,212.3,14.1,750,16.7
16-09-2022 15:22,174.64,102.69,5.59,61.12,5.24,3815.14,29.11,91.89,36,770,47.04,67.43,158.19,132.39,962.45,50.91,137.62,890.28,319.14,96.52,25.6,85.5,132.3,212.3,14.58,750,14.3
16-09-2022 16:20,174.42,102.56,5.58,61.05,5.23,3745.32,30.18,80.23,48.43,770,43.66,57.17,168.55,158.29,957.86,64.14,151.71,900.45,317.17,96.69,21.6,86.4,134.3,212.7,14.32,750,15.7
16-09-2022 17:29,174.82,102.8,5.59,61.19,5.24,384.36,30.26,90.31,42.38,770,40.84,65.61,171.76,123.93,946.93,59.59,145.57,905.41,327.19,96.61,22.3,85,133.6,211.3,14.22,750,15.5
16-09-2022 18:35,175.03,102.92,5.6,61.26,5.25,3768.55,32.25,93.11,43.55,770,40.28,60.73,177.35,103.59,947.35,47.24,137.98,905.37,330.03,96.79,20.6,84.6,135.3,213.7,13.99,750,13.3
16-09-2022 19:34,169.81,99.85,5.43,59.43,5.09,3762.58,33.04,98.23,57.99,770,43.55,54.86,160.41,92.43,896.66,75.97,150.43,895.35,336.71,96.87,24.9,89.8,132.7,211.6,14.36,750,14.8
16-09-2022 20:39,179.64,105.63,5.75,62.87,5.39,3768.55,33.81,88.32,47.81,770,43.2,59.54,188.54,149.48,937.34,63.42,134.61,905.35,328.18,95.72,19.8,90,132.8,212.3,14.69,750,16.2
16-09-2022 22:35,174.85,102.81,5.6,61.2,5.25,3780.36,34.2,82.72,48.65,770,43.72,50.83,144,67.24,942.37,43.47,132.05,905.31,337.79,97.04,22.3,87,132.8,212.5,14.29,750,16.5
16-09-2022 23:25,177.65,104.46,5.68,62.18,5.33,3763.14,34.32,93.36,53.36,770,42.68,64.71,169.23,140.88,951.21,74.96,154.16,900.46,316.68,96.7,23.2,89.8,134.3,212.3,14.23,750,16.2
17-09-2022 00:29,177.47,104.35,5.68,62.11,5.32,384.36,31.64,90.31,58.78,849.98,37.32,78.95,186.52,192.02,930.03,45.75,125.66,905.01,337.62,96.5,22,85.4,132.6,211.3,14.87,750,15.2
17-09-2022 01:32,175.14,102.98,5.6,61.3,5.25,3763.14,30.03,89.1,56.92,849.98,37.34,78.13,194.99,120.14,929.94,47.44,153.78,905.37,321.57,96.61,25,86.9,132.8,211.3,14.62,750,13.2
17-09-2022 02:25,175.14,102.98,5.6,61.3,5.25,3802.36,29.25,87.74,55.15,849.98,37.79,74.64,192.83,177.99,950.03,45.07,156.54,905.27,324.74,96.73,20.1,87.8,135.3,212.3,15.32,750,12.6
17-09-2022 03:33,176.43,103.74,5.65,61.75,5.29,3758.99,28.63,85.99,54.02,849.98,37.56,78.89,193.37,183.04,919.81,47.71,148.37,905.32,325.67,96.76,20.1,87.5,132.4,213.6,14.56,750,12.7
17-09-2022 04:35,170.5,100.25,5.46,59.68,5.12,3788.24,28.32,86.14,46.56,849.98,37.31,78.1,200.2,175.85,910.28,48.22,125.44,905.25,337.86,95.74,20.3,87.5,132.4,211.3,14.6,750,13.6
17-09-2022 06:36,179.64,105.63,5.75,62.87,5.39,3775.65,27.94,86.88,49.18,849.98,37.92,79.83,205.55,193.07,930.03,62.46,129.8,895.4,356.05,97.06,18.6,88,133.3,212.8,14.88,750,15
17-09-2022 07:24,171.11,100.61,5.48,59.89,5.13,3828.25,27.76,90.53,62.77,849.98,38.01,81.87,211.85,189.94,930.2,61.73,130.69,904.13,355.39,96.61,18.5,86.3,132.5,212.3,15.21,750,13.9
